income,credit_score,debt_to_income,years_employed,age,education_level,num_credit_accounts,neighborhood_code,loan_amount_requested,has_cosigner,approved
70176.67,652,0.197,6.4,70,0,7,7,97975.27,1,1
103899.41,735,0.32,2.3,50,0,4,3,39610.05,1,1
50870.95,631,0.348,3.4,30,1,4,10,21129.65,0,1
110669.97,675,0.281,6.5,53,2,7,9,93336.15,0,1
24586.41,775,0.464,6.5,63,3,4,5,79357.48,0,1
20916.82,707,0.057,2.8,24,2,8,1,60407.53,0,0
47678.04,675,0.67,3.9,66,1,4,8,86551.67,1,1
59399.0,632,0.682,12.9,66,1,6,2,95197.35,1,1
48225.95,629,0.363,5.0,19,1,2,7,86830.27,1,0
20000.0,612,0.334,5.1,65,1,6,7,90929.32,0,0
46884.39,637,0.206,7.7,67,0,6,7,30767.65,0,1
25533.98,740,0.123,0.6,20,1,4,8,53530.65,0,1
68516.94,662,0.444,3.7,33,0,7,10,80552.77,0,1
58882.49,572,0.154,16.0,37,1,2,4,54971.89,1,1
30639.95,821,0.137,2.2,36,0,6,7,65974.76,0,1
37913.65,706,0.662,1.7,57,1,6,1,92670.24,1,0
28865.24,567,0.101,4.6,37,1,8,3,33057.69,1,0
47508.34,645,0.152,1.2,68,0,3,5,56243.57,0,0
79029.08,689,0.311,4.1,70,0,4,2,58536.19,0,1
29945.58,816,0.228,0.8,34,0,4,2,39156.02,1,0
63071.44,591,0.445,4.3,44,0,5,5,39985.93,1,0
37604.21,758,0.215,4.6,47,0,2,1,78058.7,1,0
32976.93,792,0.179,2.7,48,2,0,1,93303.9,1,0
46466.4,630,0.044,2.4,37,1,3,4,65204.79,1,0
29213.28,658,0.393,1.4,27,1,5,3,51354.67,1,0
37166.96,597,0.571,2.0,21,1,5,6,76284.15,0,0
26931.75,664,0.359,3.4,24,2,10,10,99791.87,0,1
130922.73,677,0.449,1.4,65,0,7,8,12828.15,0,0
49892.79,733,0.042,7.6,33,2,5,1,66900.37,0,0
34549.12,767,0.301,6.2,22,3,3,1,57830.27,0,1
54556.38,620,0.174,1.6,50,0,8,9,62973.42,0,0
46343.48,523,0.54,0.5,22,1,1,1,7167.87,1,0
43893.22,678,0.806,0.0,22,0,10,5,95789.02,0,0
66641.54,703,0.097,4.5,50,0,1,2,13112.91,0,0
71593.09,700,0.282,1.2,49,0,4,9,34210.0,1,1
37599.63,654,0.512,0.1,20,2,6,1,33338.28,0,1
36757.25,690,0.034,2.2,42,1,5,2,74645.78,0,0
42722.21,801,0.124,16.4,41,1,7,6,68739.02,0,1
20000.0,711,0.55,5.9,46,1,8,8,10863.91,0,1
22980.57,650,0.571,9.8,56,1,3,7,19222.34,0,1
97094.22,640,0.077,0.8,33,1,5,2,35284.55,0,0
111578.52,666,0.343,0.4,41,2,8,3,71889.88,0,0
43281.56,811,0.229,0.1,59,1,7,9,93277.34,0,1
65400.06,665,0.157,15.6,66,1,9,8,34970.05,1,1
57275.32,678,0.428,1.8,64,1,2,8,54929.53,0,0
200000.0,641,0.11,3.1,43,3,8,10,40398.0,1,1
85801.13,768,0.097,2.5,45,2,3,1,59848.93,0,0
45983.65,837,0.257,6.6,46,0,4,6,64657.58,0,1
30400.97,716,0.334,1.9,63,1,2,7,54238.01,0,1
21955.59,687,0.52,3.8,62,0,7,1,41957.13,0,0
54270.27,683,0.151,27.1,34,3,2,2,88579.38,0,1
33584.66,489,0.159,2.9,26,1,4,1,81182.17,1,0
24073.65,740,0.209,4.0,38,0,4,7,99848.53,0,1
35479.61,691,0.197,3.5,33,1,4,7,44205.82,0,1
28544.68,714,0.383,8.1,67,1,6,2,8680.63,0,0
113956.36,623,0.306,1.6,32,1,8,5,66880.21,0,1
76177.38,649,0.085,0.9,27,0,1,9,79425.55,0,0
48825.78,647,0.311,7.0,65,0,2,10,93994.51,0,1
102741.57,762,0.102,2.7,22,0,2,6,5984.58,0,1
50954.29,650,0.428,12.3,32,0,1,10,88560.29,0,1
31868.01,847,0.04,5.2,41,1,4,7,54090.12,0,0
104983.87,714,0.53,4.2,49,2,8,2,40607.69,0,0
64180.52,578,0.096,0.4,35,0,2,4,26084.01,0,0
29184.03,670,0.343,6.6,44,0,2,5,82341.77,0,1
44570.64,628,0.385,5.8,28,2,5,7,39555.33,0,0
31640.43,504,0.112,5.1,48,2,3,9,62432.91,0,0
24553.27,808,0.402,1.6,39,1,4,7,53608.34,0,1
77892.8,736,0.388,14.7,62,0,6,3,29999.7,0,0
127351.76,723,0.139,1.9,40,2,7,4,79839.33,1,0
24360.45,693,0.488,0.8,41,0,7,6,33326.51,0,1
64957.25,569,0.244,21.8,49,3,2,10,79794.97,1,1
35407.49,641,0.068,6.9,24,2,7,5,43906.41,0,1
38423.99,747,0.177,2.7,26,1,2,4,7858.1,0,0
36453.87,596,0.217,13.7,59,0,3,3,77905.6,0,1
31824.91,477,0.129,0.5,32,0,4,6,90431.06,0,0
50224.63,662,0.077,0.5,54,3,1,1,16379.79,1,0
32355.04,669,0.192,5.7,23,2,3,5,60597.31,0,0
56118.93,691,0.355,1.0,61,1,9,8,11816.97,0,0
47804.78,738,0.375,12.5,69,0,0,9,83839.32,0,1
43500.42,731,0.135,9.2,37,1,2,3,98856.1,0,1
31139.06,701,0.098,1.8,44,3,6,3,52024.28,0,0
36739.74,776,0.2,11.0,41,2,3,7,34772.78,0,1
71517.37,558,0.266,0.2,64,0,5,1,85346.18,0,0
62972.83,720,0.08,4.0,19,1,6,10,54474.02,0,1
30068.17,730,0.212,13.7,52,0,2,2,47657.44,1,1
51516.95,581,0.242,9.7,52,3,6,1,26641.72,0,1
71374.33,560,0.287,2.2,38,1,7,6,63521.69,0,0
21275.2,620,0.242,1.0,29,2,8,8,62600.17,0,1
64323.49,627,0.604,1.2,30,0,5,3,29969.27,0,0
35196.01,740,0.424,3.6,60,0,5,7,25083.96,0,0
65205.52,631,0.726,4.5,21,1,8,5,46663.77,0,0
33468.85,611,0.105,0.2,47,2,8,4,47827.53,0,0
20000.0,631,0.071,2.7,34,0,8,10,17199.06,0,1
21725.21,769,0.267,8.9,32,1,5,1,31225.57,1,0
50213.66,681,0.121,2.9,44,1,5,9,20233.45,0,1
55818.53,666,0.333,0.9,65,2,5,4,90637.3,0,0
31189.65,671,0.182,15.5,50,1,5,4,12062.11,0,0
67460.41,783,0.076,1.5,59,0,5,8,88482.08,0,0
21359.25,620,0.362,8.0,49,1,7,9,55149.0,0,0
47427.62,785,0.62,1.1,54,2,6,3,68205.53,0,0
26755.41,697,0.235,2.8,40,2,2,5,92708.72,1,1
35386.37,667,0.232,3.4,66,1,2,5,39711.73,0,0
50196.44,850,0.333,3.5,44,3,2,2,71748.75,0,0
31881.89,596,0.336,3.6,47,0,4,2,68811.2,1,0
40445.97,652,0.552,1.3,45,1,4,1,98892.96,0,0
81076.34,581,0.244,3.6,34,2,5,7,9374.59,0,0
36737.53,756,0.623,3.3,30,0,11,6,48266.42,0,0
74447.25,815,0.428,1.2,22,3,5,2,99007.73,0,0
27865.55,814,0.099,22.2,55,1,6,7,36148.17,0,0
63888.97,778,0.161,10.0,33,1,3,2,96738.08,0,1
100788.98,664,0.166,10.9,38,0,4,5,82588.3,0,0
20000.0,651,0.706,5.8,66,0,7,8,37235.71,0,0
32910.68,546,0.184,0.9,47,1,7,9,7765.06,0,0
65416.91,843,0.465,4.2,23,1,4,10,31632.72,0,1
44288.37,718,0.104,8.6,60,0,6,8,16753.49,1,1
59016.53,641,0.292,0.2,31,2,5,2,45703.51,0,0
36243.21,786,0.205,3.4,47,0,4,7,94254.62,0,0
51189.77,602,0.58,2.5,45,2,1,6,53698.65,1,0
45349.82,713,0.096,1.2,30,0,6,4,47513.28,0,0
87894.37,666,0.112,2.4,24,1,4,8,25496.96,1,1
55670.76,731,0.112,20.5,29,1,4,8,64036.44,1,1
58034.99,675,0.153,6.4,23,1,6,5,48260.51,0,1
39897.2,564,0.209,1.8,32,2,3,3,78408.04,0,0
38414.75,686,0.319,4.6,70,3,2,7,54031.59,0,1
39486.77,764,0.382,1.4,39,1,4,8,89224.73,0,0
59708.29,678,0.149,4.7,63,1,8,3,79386.36,0,0
39715.93,742,0.247,11.3,47,1,7,6,18781.2,0,1
56663.61,596,0.581,4.1,53,3,7,9,17920.15,0,1
138371.92,678,0.561,6.6,26,2,3,8,7313.34,1,1
75777.93,630,0.065,3.0,32,1,0,6,40055.95,1,1
41647.15,740,0.087,3.7,45,1,5,9,10188.78,1,0
89375.95,683,0.124,5.9,64,0,6,6,47745.4,0,0
39973.11,735,0.321,8.4,20,2,5,4,27928.62,0,0
20000.0,767,0.227,5.4,44,2,7,6,52332.64,0,0
29612.65,735,0.133,19.0,21,3,6,3,20038.73,0,1
20000.0,702,0.294,8.6,42,1,6,1,57173.07,0,0
41119.73,600,0.571,7.5,51,1,9,4,96811.18,1,0
49474.33,680,0.07,9.3,57,1,7,9,65537.06,1,1
113348.07,637,0.257,1.7,25,1,7,9,58617.01,0,1
57726.04,652,0.179,2.8,27,1,2,5,79864.37,0,0
43934.26,650,0.453,4.2,42,2,6,8,5528.88,0,0
74213.61,602,0.076,3.1,70,0,7,3,31833.99,0,0
20000.0,523,0.198,9.4,37,0,4,5,98762.9,0,1
55149.74,627,0.471,0.1,40,2,10,1,79348.81,0,1
72072.84,695,0.195,1.2,40,3,7,7,13575.39,0,1
23405.05,572,0.287,10.7,22,1,4,9,36013.7,0,1
86844.72,681,0.072,0.3,58,2,9,1,46787.1,1,0
58060.93,832,0.237,1.3,31,2,9,4,93785.48,0,1
39829.22,762,0.302,2.2,55,1,3,5,60687.77,0,0
67264.7,811,0.382,6.9,43,0,4,1,12336.43,1,1
152565.06,711,0.104,4.1,50,3,7,9,53361.96,0,0
53687.37,773,0.254,15.5,21,3,5,3,32491.78,0,0
55498.45,622,0.323,1.3,64,1,7,8,37176.64,0,0
38961.12,628,0.252,10.3,31,0,7,6,15855.58,0,1
32050.81,461,0.185,1.7,53,2,2,8,48581.79,0,1
74248.13,775,0.115,1.4,59,2,3,2,68601.06,0,0
31950.98,803,0.281,3.4,46,0,2,2,77157.33,0,0
50806.68,636,0.324,0.4,36,0,4,5,71061.75,1,0
38606.32,660,0.405,2.4,69,3,1,7,67748.77,0,1
62285.87,620,0.133,2.2,32,0,3,8,87575.62,0,1
57920.75,711,0.405,0.9,67,0,4,7,36575.25,0,0
82352.98,770,0.074,9.9,26,1,3,9,25386.43,0,1
37986.72,541,0.108,2.4,38,0,8,8,13496.65,0,0
42832.93,713,0.419,20.1,25,0,2,1,20742.1,0,1
30050.01,658,0.236,11.5,18,1,6,3,19192.21,0,0
39255.76,689,0.373,1.1,32,0,7,1,91687.21,0,0
59198.43,717,0.541,3.5,23,2,5,5,22149.11,0,1
71574.51,665,0.405,4.6,69,1,3,5,13924.72,1,1
30912.54,672,0.142,8.5,58,0,9,9,43023.97,1,1
75720.41,663,0.263,10.8,18,1,8,9,21113.02,0,1
96550.26,758,0.716,4.9,30,0,6,2,17403.97,0,0
60277.7,714,0.125,0.2,53,0,3,7,39428.86,0,0
125291.45,698,0.464,3.3,39,2,0,8,92341.47,0,0
33293.1,578,0.26,10.8,61,0,10,3,7891.22,0,1
26309.17,650,0.674,6.3,44,1,4,1,24733.1,0,0
20143.56,752,0.261,10.2,52,2,2,1,83301.57,0,0
103571.98,683,0.24,5.6,49,1,4,5,28297.38,0,1
67994.55,733,0.31,0.2,51,1,8,8,46903.72,1,0
47677.16,821,0.494,17.2,30,2,1,6,14361.51,0,1
56386.46,763,0.248,12.5,37,2,3,9,80541.55,0,1
27924.38,687,0.207,0.7,21,2,5,10,74963.8,1,1
166520.88,639,0.501,0.6,49,1,3,9,17166.05,1,1
52292.62,476,0.224,3.9,42,3,3,5,95056.44,0,0
51776.8,667,0.363,7.1,58,2,4,7,61109.21,0,1
70465.84,654,0.128,2.4,29,1,2,6,80824.99,1,0
62349.11,711,0.163,0.7,41,1,3,9,77560.93,0,0
54827.22,668,0.377,3.6,27,0,7,5,54311.93,0,0
33016.5,654,0.142,2.1,50,1,5,1,76011.7,0,0
62052.38,538,0.102,2.2,62,0,5,8,27590.78,0,1
125619.43,605,0.313,5.2,58,0,5,2,7020.07,0,0
96058.25,718,0.698,10.8,67,0,8,4,37497.23,0,0
108726.77,817,0.172,4.1,69,1,8,9,19487.76,1,1
37963.94,672,0.333,5.8,58,1,4,7,98202.67,0,0
29887.56,706,0.383,5.4,33,1,11,8,92744.39,0,1
46032.67,756,0.165,4.0,29,1,3,7,18693.09,1,1
50405.85,615,0.116,1.9,41,2,7,2,37679.04,0,0
84719.05,709,0.16,2.4,70,1,7,2,53385.09,0,1
21031.31,621,0.205,1.9,39,1,5,2,42879.25,0,0
105321.74,749,0.393,12.5,28,0,3,2,71501.78,0,0
45297.0,692,0.116,8.8,67,2,9,1,52834.25,0,0
39599.01,704,0.543,4.3,38,1,6,9,58700.0,0,0
29553.21,617,0.234,12.2,54,2,5,10,69375.76,0,1
21430.53,737,0.247,10.9,59,0,5,9,7248.43,1,1
73982.61,847,0.263,13.1,62,1,8,9,6180.43,1,1
50851.2,599,0.271,1.3,61,0,3,1,21921.77,1,0
25719.88,653,0.373,6.3,61,0,6,7,73238.98,0,0
25654.15,699,0.27,4.7,53,1,5,7,27840.03,0,1
41444.38,743,0.467,6.6,39,2,5,8,92416.8,0,0
112928.57,635,0.32,1.5,53,1,6,4,12457.24,1,0
43053.74,453,0.215,5.9,62,1,7,5,60091.33,0,1
23119.43,789,0.278,2.6,36,2,5,3,7426.98,0,0
43352.88,741,0.178,9.0,33,0,4,2,97345.56,0,0
42771.97,541,0.292,7.9,36,1,4,3,25298.63,0,0
20000.0,631,0.12,1.2,47,1,5,10,60825.53,0,0
47707.91,805,0.299,1.0,21,1,0,6,95540.26,0,0
43675.07,796,0.194,6.3,59,1,7,9,7884.68,0,1
69432.0,755,0.345,4.0,25,0,5,5,53709.79,0,0
123559.49,666,0.173,4.1,25,1,3,3,55037.76,0,1
86101.53,687,0.398,7.0,28,3,0,9,38391.09,0,0
42854.06,670,0.6,9.7,48,3,12,10,67182.51,0,1
28190.41,770,0.31,1.4,33,1,6,7,56540.35,1,1
177491.84,610,0.328,4.1,37,1,1,7,28668.42,0,0
50493.97,616,0.142,8.8,66,0,5,7,72004.41,0,1
49363.41,761,0.262,10.3,62,1,3,8,49286.25,0,1
48433.04,676,0.192,1.7,62,2,4,9,49679.5,1,1
54124.51,790,0.363,0.5,48,1,5,4,95432.43,1,0
45607.15,626,0.253,1.3,63,2,4,6,55828.07,0,0
36796.9,676,0.56,14.5,58,1,4,7,79542.44,0,0
37293.36,606,0.546,3.1,68,1,7,9,87401.76,0,0
48224.54,681,0.311,2.7,21,0,6,5,60169.33,0,0
37357.45,562,0.023,0.1,19,2,7,2,79705.55,0,0
34323.21,641,0.323,0.3,27,3,5,6,34406.54,0,1
51700.11,565,0.247,5.5,66,1,4,8,22282.97,0,0
43153.18,736,0.174,4.5,49,0,5,8,71076.2,1,0
103984.43,737,0.477,4.3,40,3,3,10,92988.31,1,1
20000.0,542,0.073,0.6,45,0,7,7,9037.2,0,0
84605.4,787,0.27,2.2,61,1,6,3,77490.48,1,0
91403.82,850,0.251,8.4,66,0,3,8,7697.89,0,1
20000.0,684,0.058,1.0,56,0,5,5,48567.22,1,0
41301.59,629,0.332,10.7,58,0,7,6,69333.02,1,0
40712.06,850,0.24,0.6,35,1,5,2,43503.92,0,0
24251.75,574,0.379,0.9,42,1,7,2,33590.31,0,0
33226.12,682,0.071,3.2,64,1,5,1,22749.46,0,0
28133.38,694,0.323,14.5,59,1,4,3,97897.81,0,0
117728.36,788,0.407,2.0,54,1,2,7,59180.02,0,0
78263.7,709,0.432,5.4,21,2,4,1,17145.23,0,1
92575.29,640,0.054,4.4,20,3,6,1,9574.26,0,1
70321.72,604,0.14,0.8,25,0,5,8,28122.12,0,0
27874.68,653,0.19,1.4,48,0,6,6,56169.38,0,1
37712.24,599,0.409,13.3,46,1,5,2,76439.13,0,1
62610.44,684,0.296,1.0,67,0,4,3,98191.17,0,0
26607.17,635,0.206,5.9,54,2,2,1,84224.94,1,0
70017.41,560,0.579,16.7,33,0,4,2,63137.0,1,0
43470.48,780,0.091,0.6,26,1,5,9,68315.35,0,0
40643.31,640,0.201,2.5,62,0,7,2,54596.63,0,0
69946.08,579,0.357,1.3,42,1,5,10,46284.51,1,1
61214.03,667,0.335,1.3,52,0,4,3,79548.86,0,0
40925.84,685,0.358,0.6,47,2,6,1,21848.91,0,0
87523.7,540,0.233,5.2,24,3,6,3,36723.66,1,0
28551.6,707,0.306,6.9,21,1,3,7,97974.91,0,1
66700.51,596,0.059,5.6,38,0,4,8,59314.39,0,0
65943.3,817,0.157,12.9,37,1,6,9,52358.45,0,1
41991.68,722,0.18,0.8,53,1,3,6,85824.96,0,0
57703.12,648,0.316,1.9,51,0,6,9,77391.89,0,1
26224.34,620,0.121,2.1,68,2,4,4,35973.97,1,0
77809.09,672,0.376,1.3,63,0,5,3,64466.35,1,0
44691.96,729,0.215,0.8,44,0,6,2,22612.17,0,1
37746.14,678,0.337,3.3,44,1,1,5,10032.86,0,0
82826.61,663,0.155,9.0,53,0,5,1,99035.58,1,0
34469.43,685,0.238,15.5,24,1,6,2,75035.15,0,0
24240.24,632,0.23,0.7,70,0,7,4,93422.71,0,0
22509.34,653,0.216,8.7,45,2,3,2,84029.27,1,1
66370.3,513,0.546,8.7,65,1,5,2,45667.07,0,1
25842.75,758,0.354,2.5,68,1,2,1,86836.89,0,0
117877.01,704,0.265,0.6,48,0,2,8,79736.44,0,0
20000.0,618,0.271,23.0,23,0,7,9,29534.22,1,1
114488.33,832,0.209,5.3,48,1,0,5,64185.82,0,1
54475.63,687,0.383,20.1,49,0,3,7,33976.67,0,0
46706.73,597,0.107,3.3,59,1,9,10,27233.37,0,0
37329.55,749,0.518,2.5,21,1,7,2,12764.68,0,0
59848.29,712,0.166,1.4,42,0,4,8,56600.27,0,0
48106.98,712,0.145,20.5,66,2,6,9,42280.51,0,1
85105.84,646,0.446,1.5,70,3,5,4,13364.3,0,0
51902.06,716,0.064,0.1,28,1,5,7,73243.79,0,0
52846.72,659,0.581,3.6,63,3,6,1,73690.77,0,0
40871.73,724,0.207,2.4,26,2,5,8,27354.65,1,1
47644.72,528,0.467,1.5,62,0,9,6,95811.18,0,0
57176.65,645,0.356,5.0,32,0,6,1,78897.03,1,0
20845.97,818,0.289,2.3,68,1,9,2,81503.9,0,0
24981.91,619,0.503,2.6,54,1,3,3,5351.63,1,0
71085.03,632,0.204,0.1,39,1,8,9,97951.54,0,1
53392.88,644,0.403,4.4,33,1,4,2,99077.97,0,0
44712.5,583,0.332,0.7,30,1,5,3,53185.95,0,0
49474.71,503,0.267,1.2,53,1,5,8,98576.56,0,0
58325.28,662,0.197,6.3,65,0,10,3,63153.37,0,1
37425.97,691,0.039,1.9,57,2,2,8,17728.9,0,0
33218.02,676,0.246,0.9,61,3,12,5,82351.87,0,0
54063.94,668,0.412,4.3,59,2,4,3,58018.07,1,0
30055.88,683,0.23,1.2,69,0,5,5,37517.53,0,0
60121.72,762,0.306,1.6,57,0,8,10,27437.23,0,0
20925.17,665,0.122,4.9,29,1,3,8,54295.22,0,1
82008.47,634,0.049,6.7,59,3,7,8,70716.3,0,1
62087.42,658,0.212,6.7,35,2,6,3,88315.71,0,1
55715.57,726,0.408,3.3,70,1,5,2,61870.67,1,0
80125.18,793,0.289,3.0,38,0,3,8,44452.86,0,0
112728.46,630,0.143,7.7,33,2,9,1,65052.74,1,1
81404.43,688,0.069,1.1,30,2,2,9,52211.15,1,1
20000.0,707,0.478,0.8,52,3,5,7,66939.3,0,1
25853.76,601,0.259,5.5,24,1,8,8,62852.27,0,1
35867.64,682,0.292,2.6,68,1,11,1,97974.92,1,0
49664.49,563,0.386,6.2,33,1,4,3,64113.42,0,0
63502.18,538,0.018,1.5,33,3,5,6,70648.68,0,1
34102.57,709,0.195,2.0,20,1,5,8,89776.54,1,1
53819.08,649,0.11,11.3,31,0,4,8,91737.02,1,1
33600.91,696,0.108,2.7,40,1,2,10,18383.38,0,0
36106.97,679,0.198,4.5,37,2,5,9,48111.48,1,0
24262.07,602,0.257,0.6,32,1,8,7,94563.07,0,1
30896.04,676,0.397,1.0,20,1,5,1,96178.06,0,0
24938.24,581,0.408,0.2,34,2,9,5,23053.08,0,0
30093.47,791,0.151,2.8,58,1,2,2,47151.92,1,0
83018.68,572,0.328,22.5,41,0,11,3,31471.78,0,1
30494.47,664,0.194,10.4,33,2,4,5,80119.95,0,1
182807.88,597,0.419,5.0,34,1,9,2,85955.9,0,1
62734.01,726,0.396,9.9,47,3,1,7,49578.35,0,1
53767.16,653,0.111,4.5,34,3,4,3,69187.7,0,1
31914.67,639,0.292,2.3,51,1,4,1,87646.8,0,1
69574.61,748,0.114,1.0,69,3,4,7,72404.3,0,0
36760.57,682,0.275,5.3,20,1,7,10,19860.51,0,0
52104.41,721,0.778,1.1,27,1,3,8,72639.27,0,1
176317.61,601,0.166,2.7,27,0,6,9,20099.98,0,1
46721.98,568,0.277,8.7,41,0,2,9,67105.82,0,1
87084.72,689,0.273,0.7,20,2,10,3,36685.7,0,1
34489.55,654,0.193,0.7,43,2,5,8,10362.15,0,1
48170.68,730,0.379,1.3,66,1,2,9,26515.76,0,0
118824.19,674,0.709,4.0,19,1,8,10,49496.31,0,1
35829.13,696,0.218,1.4,37,1,7,1,99431.54,1,1
121324.53,550,0.193,3.5,58,2,5,4,29292.57,0,0
69833.98,831,0.529,1.8,26,0,6,8,97984.34,0,1
37003.46,667,0.26,3.5,22,0,5,6,39600.82,0,0
67252.12,736,0.305,1.6,51,2,2,2,96201.04,1,0
79720.12,613,0.097,19.6,19,3,6,9,95829.83,1,1
66896.7,705,0.188,3.4,60,0,7,3,18575.27,0,0
22356.84,576,0.066,6.8,21,2,3,2,83728.33,0,0
34078.82,716,0.188,6.0,45,1,8,2,54144.65,1,1
43314.41,652,0.179,3.4,56,0,3,1,70189.01,0,0
47229.94,682,0.274,1.4,31,2,7,8,78727.18,0,1
66858.66,736,0.433,3.6,23,2,2,5,16830.75,1,1
53575.68,581,0.344,5.7,27,0,4,9,80902.39,0,1
25142.82,625,0.054,3.1,62,1,2,5,33765.45,0,1
59284.25,717,0.139,0.4,55,2,5,6,74575.13,0,0
66522.32,848,0.183,0.1,28,0,7,10,59497.59,0,0
64854.09,669,0.247,2.0,55,1,4,7,70043.18,1,0
84152.87,727,0.049,0.8,55,0,7,1,64173.46,0,0
74381.39,671,0.458,11.8,70,1,6,5,81989.95,0,1
61672.29,835,0.159,1.0,38,0,9,5,89983.21,0,1
47330.83,540,0.151,2.5,63,1,9,7,47664.7,1,1
21365.22,688,0.296,6.2,41,0,5,8,42256.24,1,1
60767.42,550,0.068,8.4,65,1,5,1,28008.08,0,1
54385.01,479,0.087,3.2,23,0,3,6,82314.71,0,0
56150.42,704,0.277,1.0,27,2,1,2,96866.31,0,0
25890.35,691,0.269,1.6,62,1,5,2,23555.56,0,0
28551.7,657,0.429,2.7,61,0,10,10,48495.03,1,0
82998.38,672,0.067,2.3,34,3,6,5,78182.06,0,1
48060.81,850,0.52,2.1,49,2,7,5,65424.08,0,1
68923.35,659,0.256,0.7,38,1,3,2,82427.93,0,0
49719.83,721,0.191,12.2,19,1,6,3,6533.81,0,0
49755.59,628,0.228,0.2,19,0,6,8,91578.01,0,0
78365.72,704,0.574,2.9,21,3,4,8,10828.42,1,1
37872.39,661,0.251,19.6,49,0,5,8,47320.42,0,1
51434.29,647,0.348,5.4,33,1,6,1,31197.62,1,1
38904.39,826,0.097,2.2,25,1,4,5,93178.4,1,1
39448.52,774,0.182,0.8,67,3,6,1,31138.6,1,0
41999.54,691,0.412,16.6,24,1,2,6,40467.01,0,1
54779.26,496,0.146,0.1,53,1,5,3,89392.31,0,0
38585.26,651,0.425,5.7,64,2,4,9,56053.58,0,0
91846.87,850,0.207,10.6,27,0,6,3,90329.16,0,0
31341.44,662,0.605,0.1,29,0,3,3,67792.06,0,1
44647.97,768,0.57,6.5,48,0,8,2,12523.2,1,0
39345.4,795,0.37,30.0,44,0,3,7,46304.73,0,1
101061.95,698,0.101,5.1,45,0,5,2,21756.91,0,0
54083.12,613,0.049,2.7,47,1,5,2,11187.66,1,0
82118.8,485,0.086,10.4,67,2,3,10,40512.8,1,1
23323.57,735,0.148,4.0,21,3,5,2,91300.76,0,0
56023.42,615,0.448,6.9,58,1,9,4,16178.64,0,0
76482.36,694,0.131,4.4,30,0,5,2,5643.35,0,0
51079.68,580,0.323,0.2,37,2,4,8,93833.47,0,0
83511.55,659,0.207,1.2,23,2,12,2,55360.02,0,0
37848.85,683,0.331,0.4,41,1,2,1,58065.13,0,0
99178.22,701,0.242,0.6,60,0,3,2,93203.04,0,0
154731.88,591,0.191,0.1,23,3,4,6,71516.98,0,1
40887.54,776,0.055,2.7,32,0,5,3,83547.22,0,0
39232.03,632,0.224,1.0,37,0,6,1,78196.88,0,0
101386.2,546,0.302,9.7,23,2,4,5,63126.46,1,1
107989.15,671,0.222,6.9,58,1,5,7,70397.88,0,1
37743.55,683,0.101,4.3,59,0,0,2,58266.78,0,0
39731.78,693,0.172,3.4,61,1,3,2,38762.74,1,0
42578.63,789,0.552,1.5,48,2,4,1,32108.5,0,0
25028.61,661,0.287,3.2,44,2,5,3,21714.72,0,0
30966.9,670,0.234,5.1,32,0,3,9,38630.19,0,1
29671.12,592,0.109,7.6,52,0,6,5,59805.15,0,0
33392.99,746,0.39,0.4,41,1,5,8,60816.04,0,0
48177.99,695,0.406,6.2,68,2,4,1,69924.84,0,0
55111.15,646,0.471,6.8,68,0,6,9,88545.4,0,0
106430.8,528,0.251,4.1,65,1,0,9,66925.58,0,0
29757.1,796,0.639,1.2,37,0,5,2,21234.2,1,0
80190.57,582,0.398,3.9,37,0,3,6,7441.29,0,0
44046.69,633,0.186,3.5,62,2,5,6,23702.92,0,0
47823.3,709,0.14,3.2,56,0,8,8,91269.73,0,0
68693.49,584,0.208,3.1,55,2,3,2,58927.19,0,0
27963.04,561,0.235,0.6,33,1,2,1,85617.66,0,0
59349.85,510,0.158,1.0,61,0,3,5,27259.3,0,0
53275.19,738,0.464,0.5,48,3,6,7,72438.66,1,1
62706.83,636,0.142,1.4,41,1,7,9,74509.05,0,1
56646.43,850,0.295,1.5,63,1,8,10,81905.84,0,1
167317.77,600,0.426,1.4,38,2,3,9,55873.84,0,1
35636.65,606,0.219,1.2,52,1,4,10,80383.6,0,0
37590.31,635,0.273,6.6,42,1,6,2,93867.21,0,0
35897.74,699,0.497,8.5,49,0,5,9,95952.38,1,0
37133.0,642,0.062,2.0,20,2,6,8,16916.48,0,1
35642.94,729,0.151,1.8,42,1,6,8,64309.23,0,1
88832.54,602,0.45,9.3,47,0,2,5,15781.17,1,1
99733.02,569,0.034,4.9,44,2,3,8,92645.62,0,1
36850.59,536,0.419,1.7,62,1,8,1,95762.42,0,0
32332.31,502,0.699,6.3,34,1,2,8,52461.24,0,1
62050.74,639,0.051,2.1,64,0,3,7,96189.85,0,1
37193.47,656,0.138,4.4,39,3,8,7,77792.95,1,0
67269.75,629,0.483,24.6,54,3,5,2,71114.19,0,0
54255.6,779,0.173,1.8,23,1,4,4,60171.99,0,0
22974.22,778,0.203,13.3,28,1,4,3,43643.87,1,1
106271.52,653,0.372,1.9,58,1,3,5,96559.11,0,0
120323.45,536,0.245,3.9,19,0,5,8,23719.88,0,1
36084.03,635,0.151,3.1,68,1,3,4,81241.1,1,0
40382.4,632,0.215,7.6,28,0,1,8,39908.03,0,0
56552.95,627,0.085,0.3,65,3,5,3,76558.34,1,0
57943.77,624,0.048,4.9,45,0,4,1,20550.33,0,0
